policy_id,product_type,region,client_age,risk_score,start_date,end_date,duration_months,premium
P002468,Home,South,35,66.86,2019-02-04,2019-08-03,6,1101.14
P002469,Home,South,34,33.75,2021-01-24,2022-01-19,12,1160.77
P002470,Auto,West,30,65.58,2020-11-09,2021-11-04,12,1373.22
P002471,Life,Central,50,81.59,2022-10-11,2023-04-09,6,398.54
P002472,Auto,East,52,61.46,2019-08-13,2020-08-07,12,1162.04
P002473,Life,Central,38,61.86,2021-05-03,2022-04-28,12,769.03
P002474,Home,East,74,52.54,2022-04-10,2023-04-05,12,1544.42
P002475,Auto,North,18,42.13,2020-09-22,2021-09-17,12,878.6
P002476,Home,South,45,61.42,2022-11-10,2023-11-05,12,1829.41
P002477,Home,South,41,27.41,2022-07-12,2023-01-08,6,650.09
P002478,Auto,North,36,43.73,2019-02-24,2020-02-19,12,952.56
P002479,Life,North,34,23.43,2022-05-07,2022-11-03,6,201.88
P002480,Home,East,44,39.45,2021-08-29,2022-08-24,12,1285.24
P002481,Auto,North,41,59.63,2020-06-27,2020-12-24,6,698.32
P002482,Auto,East,39,57.58,2022-09-04,2023-08-30,12,1105.68
P002483,Home,Central,25,50.76,2022-03-30,2023-03-25,12,1423.7
P002484,Home,South,20,52.56,2022-03-28,2022-09-24,6,684.52
P002485,Home,South,40,21.71,2020-04-11,2021-04-06,12,809.87
P002486,Home,South,38,44.41,2019-04-16,2020-04-10,12,1450.26
P002487,Home,Central,42,39.78,2022-04-10,2023-04-05,12,1402.19
P002488,Health,Central,43,40.11,2021-09-10,2022-09-05,12,2115.9
P002489,Home,West,37,58.99,2019-12-16,2020-12-10,12,1659.33
P002490,Life,East,41,37.09,2021-12-09,2022-12-04,12,466.35
P002491,Auto,East,32,40.93,2022-07-12,2023-01-08,6,451.5
P002492,Auto,West,67,18.69,2022-06-23,2022-12-20,6,327.17
P002493,Auto,South,33,45.59,2021-02-17,2022-02-12,12,896.4
P002494,Home,East,39,33.68,2019-10-30,2020-10-24,12,1410.15
P002495,Life,East,34,51.19,2022-10-26,2023-10-21,12,580.86
P002496,Auto,South,33,35.73,2020-05-11,2021-05-06,12,852.25
P002497,Auto,North,45,51.57,2019-03-06,2020-02-29,12,1105.27
P002498,Life,North,43,47.83,2022-03-18,2023-03-13,12,604.02
P002499,Auto,West,38,75.08,2022-12-05,2023-11-30,12,1276.44
P002500,Home,Central,40,57.46,2019-08-14,2020-08-08,12,1400.76
P002501,Home,East,34,22.41,2020-01-26,2021-01-20,12,1139.57
P002502,Life,East,51,31.03,2019-02-08,2020-02-03,12,474.52
P002503,Auto,West,75,50.83,2021-06-22,2022-06-17,12,1064.23
P002504,Auto,West,31,36.05,2020-10-04,2021-09-29,12,888.61
P002505,Home,East,50,5.47,2021-05-07,2021-11-03,6,327.29
P002506,Health,South,45,70.24,2019-11-07,2020-05-05,6,1522.91
P002507,Home,South,55,60.8,2021-04-25,2022-04-20,12,1920.51
P002508,Auto,Central,55,57.81,2022-11-15,2023-11-10,12,971.53
P002509,Home,East,48,40.89,2020-02-22,2021-02-16,12,1620.31
P002510,Health,East,44,56.42,2021-04-20,2022-04-15,12,2492.04
P002511,Life,East,38,39.43,2021-10-24,2022-04-22,6,240.68
P002512,Health,East,33,53.07,2022-06-06,2023-06-01,12,2626.4
P002513,Auto,West,43,36.19,2021-08-23,2022-08-18,12,1018.52
P002514,Auto,North,25,72.74,2019-05-08,2020-05-02,12,1029.64
P002515,Home,East,36,26.45,2022-12-16,2023-12-11,12,1060.93
P002516,Life,North,61,68.48,2019-10-10,2020-10-04,12,799.97
P002517,Auto,South,46,50.58,2021-11-28,2022-05-27,6,505.17
P002518,Auto,Central,58,42.66,2020-02-29,2021-02-23,12,946.75
P002519,Life,South,67,52.51,2022-02-22,2023-02-17,12,597.6
P002520,Auto,East,42,61.0,2020-10-27,2021-10-22,12,1064.11
P002521,Auto,South,48,70.5,2022-09-18,2023-09-13,12,1227.51
P002522,Home,West,40,54.7,2021-09-06,2022-03-05,6,702.78
P002523,Home,North,32,36.64,2021-12-12,2022-06-10,6,626.95
P002524,Life,East,30,50.83,2021-02-10,2022-02-05,12,606.69
P002525,Auto,West,57,77.25,2020-10-04,2021-09-29,12,1264.63
P002526,Home,North,48,70.22,2019-12-21,2020-06-18,6,961.85
P002527,Home,West,72,63.63,2021-07-30,2022-01-26,6,713.79
P002528,Home,South,59,61.94,2021-12-27,2022-12-22,12,1675.63
P002529,Home,East,34,60.49,2020-12-02,2021-05-31,6,1040.09
P002530,Auto,South,57,67.38,2022-01-23,2023-01-18,12,1077.3
P002531,Auto,Central,40,43.15,2020-12-26,2021-12-21,12,1035.78
P002532,Auto,East,63,29.67,2022-10-16,2023-10-11,12,760.17
P002533,Auto,South,37,51.04,2022-10-26,2023-04-24,6,475.72
P002534,Home,East,29,37.74,2022-08-10,2023-02-06,6,555.18
P002535,Life,North,33,34.17,2022-11-20,2023-11-15,12,513.35
P002536,Life,East,33,39.2,2020-06-25,2021-06-20,12,623.06
P002537,Life,East,32,87.28,2022-06-03,2023-05-29,12,869.39
P002538,Auto,North,36,52.04,2021-09-18,2022-03-17,6,508.09
P002539,Home,South,57,55.43,2020-01-29,2021-01-23,12,1759.17
P002540,Auto,East,71,31.66,2020-05-19,2021-05-14,12,806.51
P002541,Auto,West,25,22.34,2020-07-25,2021-07-20,12,563.04
P002542,Auto,East,63,37.71,2022-02-16,2023-02-11,12,860.95
P002543,Home,South,37,71.57,2020-09-03,2021-08-29,12,2173.81
P002544,Health,North,50,55.01,2020-04-05,2021-03-31,12,2640.51
P002545,Auto,South,20,58.98,2020-09-01,2021-02-28,6,402.03
P002546,Auto,Central,52,61.08,2020-08-14,2021-08-09,12,1176.94
P002547,Life,East,18,41.13,2022-12-14,2023-06-12,6,273.7
P002548,Auto,East,49,70.82,2020-02-29,2021-02-23,12,1021.23
P002549,Life,North,48,40.51,2022-11-14,2023-11-09,12,460.83
P002550,Life,East,47,71.09,2022-12-14,2023-06-12,6,429.77
P002551,Health,West,33,56.63,2021-09-28,2022-09-23,12,2501.24
P002552,Home,West,53,23.16,2020-10-11,2021-04-09,6,462.3
P002553,Home,South,50,38.78,2021-09-09,2022-09-04,12,1293.41
P002554,Home,North,41,23.23,2020-12-15,2021-12-10,12,952.55
P002555,Home,Central,55,67.45,2022-02-21,2022-08-20,6,916.12
P002556,Home,South,43,49.63,2020-07-14,2021-07-09,12,1463.07
P002557,Auto,North,52,16.57,2020-08-12,2021-08-07,12,526.98
P002558,Home,North,43,55.64,2019-09-07,2020-03-05,6,759.83
P002559,Home,South,48,41.94,2022-03-20,2022-09-16,6,707.45
P002560,Life,South,53,27.74,2022-10-17,2023-10-12,12,459.97
P002561,Life,East,39,75.17,2022-01-17,2023-01-12,12,807.11
P002562,Home,Central,26,51.61,2021-02-16,2022-02-11,12,1825.2
P002563,Auto,West,49,45.6,2021-03-19,2021-09-15,6,508.22
P002564,Life,East,62,44.01,2020-12-07,2021-06-05,6,314.76
P002565,Home,North,49,27.3,2019-10-27,2020-10-21,12,1073.29
P002566,Life,Central,49,30.43,2020-08-17,2021-02-13,6,244.38
P002567,Health,Central,44,69.27,2019-03-28,2019-09-24,6,1472.7
P002568,Auto,South,56,42.89,2020-08-12,2021-02-08,6,492.9
P002569,Life,Central,42,50.33,2019-06-11,2020-06-05,12,620.55
P002570,Auto,Central,38,19.34,2020-12-10,2021-12-05,12,646.14
P002571,Auto,North,61,30.23,2021-06-24,2022-06-19,12,775.01
P002572,Home,East,37,59.15,2022-09-05,2023-08-31,12,1661.68
P002573,Auto,Central,58,55.67,2020-06-09,2021-06-04,12,1381.85
P002574,Life,South,61,76.3,2021-09-08,2022-09-03,12,767.44
P002575,Auto,East,53,70.14,2020-03-14,2020-09-10,6,578.89
P002576,Auto,South,26,46.54,2020-02-18,2021-02-12,12,1025.01
P002577,Home,Central,45,57.09,2022-01-08,2023-01-03,12,1530.75
P002578,Life,East,41,45.25,2020-07-09,2021-07-04,12,572.2
P002579,Health,Central,37,80.82,2022-02-25,2023-02-20,12,3052.55
P002580,Life,North,47,67.24,2022-11-26,2023-11-21,12,791.38
P002581,Home,East,56,52.55,2020-07-10,2021-01-06,6,811.93
P002582,Auto,South,38,53.01,2019-10-09,2020-10-03,12,1003.46
P002583,Auto,North,42,71.67,2019-08-12,2020-08-06,12,1350.11
P002584,Auto,West,41,58.69,2022-06-14,2023-06-09,12,899.09
P002585,Home,South,62,73.38,2022-04-16,2023-04-11,12,1785.06
P002586,Home,Central,41,17.1,2020-05-05,2021-04-30,12,892.37
P002587,Home,South,26,56.92,2020-05-11,2020-11-07,6,717.06
P002588,Life,West,21,42.27,2019-04-14,2020-04-08,12,467.87
P002589,Home,South,50,76.35,2022-10-03,2023-04-01,6,956.76
P002590,Auto,North,33,73.2,2021-12-23,2022-12-18,12,1367.12
P002591,Auto,South,55,50.49,2020-04-07,2021-04-02,12,1134.84
P002592,Life,East,25,73.03,2022-07-30,2023-07-25,12,754.07
P002593,Life,West,36,76.75,2020-04-21,2021-04-16,12,886.16
P002594,Life,South,25,51.12,2019-04-18,2020-04-12,12,673.72
P002595,Auto,West,51,87.08,2019-07-25,2020-01-21,6,810.52
P002596,Health,North,54,49.53,2021-04-26,2022-04-21,12,2398.85
P002597,Auto,East,50,46.78,2020-11-07,2021-05-06,6,394.23
P002598,Auto,Central,28,62.99,2021-08-25,2022-08-20,12,1163.99
P002599,Health,South,33,44.69,2019-07-25,2020-01-21,6,1051.7
P002600,Auto,North,48,51.28,2022-10-27,2023-04-25,6,470.95
P002601,Home,West,19,71.14,2019-10-09,2020-10-03,12,1823.88
P002602,Auto,West,41,50.29,2019-01-11,2019-07-10,6,484.73
P002603,Home,North,67,24.57,2022-02-01,2023-01-27,12,1057.01
P002604,Health,South,42,55.51,2019-11-20,2020-11-14,12,2852.71
P002605,Auto,Central,22,39.56,2021-04-13,2021-10-10,6,421.28
P002606,Home,South,35,62.98,2022-08-30,2023-08-25,12,1802.24
P002607,Auto,East,35,60.44,2021-09-01,2022-02-28,6,563.47
P002608,Home,South,77,72.07,2021-09-04,2022-03-03,6,1037.37
P002609,Auto,East,69,63.61,2022-08-25,2023-08-20,12,1141.38
P002610,Auto,West,55,66.35,2020-02-13,2020-08-11,6,593.38
P002611,Auto,East,39,39.96,2020-08-11,2021-08-06,12,846.59
P002612,Auto,Central,63,62.06,2020-10-19,2021-04-17,6,563.07
P002613,Health,North,27,79.53,2020-08-07,2021-02-03,6,1560.31
P002614,Auto,East,61,39.67,2022-08-15,2023-08-10,12,798.72
P002615,Auto,South,58,77.0,2019-05-02,2020-04-26,12,1426.71
P002616,Home,East,42,41.76,2019-07-03,2019-12-30,6,602.63
P002617,Auto,West,62,37.22,2022-08-28,2023-08-23,12,819.62
P002618,Life,East,38,54.44,2022-03-21,2022-09-17,6,362.57
P002619,Health,Central,26,60.74,2020-04-20,2021-04-15,12,2722.66
P002620,Home,East,59,63.68,2021-12-31,2022-12-26,12,1890.96
P002621,Life,Central,43,35.57,2019-03-18,2020-03-12,12,486.23
P002622,Home,South,54,56.52,2019-12-25,2020-12-19,12,1447.35
P002623,Auto,West,72,39.72,2021-05-05,2022-04-30,12,736.83
P002624,Home,North,34,27.67,2019-12-27,2020-12-21,12,1242.2
P002625,Home,South,42,36.07,2019-03-16,2020-03-10,12,1107.24
P002626,Home,South,68,38.74,2021-03-24,2022-03-19,12,1394.25
P002627,Life,North,55,57.82,2021-10-11,2022-04-09,6,307.64
P002628,Home,East,34,67.28,2020-01-17,2021-01-11,12,2049.62
P002629,Health,East,30,27.9,2020-08-15,2021-08-10,12,2242.39
P002630,Life,East,37,55.28,2019-03-18,2020-03-12,12,552.51
P002631,Home,West,33,32.35,2019-01-19,2020-01-14,12,1054.05
P002632,Home,South,48,59.44,2020-09-03,2021-08-29,12,1799.03
P002633,Auto,Central,46,40.66,2022-03-09,2022-09-05,6,466.74
P002634,Health,North,49,34.23,2022-05-19,2022-11-15,6,1092.19
P002635,Home,South,32,61.99,2019-08-08,2020-08-02,12,1617.37
P002636,Auto,East,43,41.2,2020-11-17,2021-11-12,12,1072.17
P002637,Auto,North,18,45.26,2020-08-05,2021-07-31,12,954.25
P002638,Home,Central,47,16.7,2021-07-19,2022-07-14,12,791.0
P002639,Auto,South,62,64.2,2022-08-06,2023-08-01,12,1140.77
P002640,Auto,South,23,62.31,2022-01-17,2023-01-12,12,1009.58
P002641,Home,West,52,50.08,2021-12-09,2022-06-07,6,870.16
P002642,Auto,South,35,27.09,2021-10-08,2022-04-06,6,338.6
P002643,Home,South,57,68.14,2019-10-02,2020-09-26,12,1916.47
P002644,Auto,Central,47,40.01,2021-10-29,2022-10-24,12,838.7
P002645,Auto,Central,51,43.2,2021-08-16,2022-02-12,6,430.94
P002646,Home,North,45,84.68,2020-07-12,2021-07-07,12,1718.46
P002647,Home,East,64,39.45,2020-01-30,2021-01-24,12,1388.47
P002648,Auto,Central,50,61.13,2019-08-19,2020-08-13,12,1280.83
P002649,Auto,North,34,58.43,2020-11-08,2021-11-03,12,1000.3
P002650,Home,South,46,55.85,2019-11-29,2020-11-23,12,1357.24
P002651,Auto,North,39,54.23,2021-07-28,2022-01-24,6,567.58
P002652,Auto,North,47,55.65,2022-08-20,2023-08-15,12,892.01
P002653,Auto,North,38,54.08,2020-06-10,2021-06-05,12,1176.88
P002654,Life,North,34,49.22,2020-01-17,2020-07-15,6,281.58
P002655,Life,Central,47,72.67,2019-01-29,2020-01-24,12,707.31
P002656,Life,East,45,30.31,2020-11-21,2021-11-16,12,489.18
P002657,Life,North,60,65.32,2020-08-27,2021-08-22,12,663.09
P002658,Home,West,38,62.34,2022-03-08,2023-03-03,12,1600.35
P002659,Home,South,18,60.48,2022-10-13,2023-04-11,6,874.21
P002660,Home,South,39,66.75,2020-01-31,2021-01-25,12,1363.9
P002661,Auto,South,20,48.61,2019-12-26,2020-12-20,12,1144.82
P002662,Home,South,51,21.97,2022-06-05,2023-05-31,12,999.8
P002663,Life,South,19,48.92,2022-08-01,2023-01-28,6,268.57
P002664,Home,North,30,35.13,2021-04-10,2022-04-05,12,1106.98
P002665,Auto,East,39,39.02,2021-05-25,2022-05-20,12,954.34
P002666,Auto,West,68,31.36,2021-11-21,2022-05-20,6,411.49
P002667,Home,Central,28,42.84,2020-11-02,2021-05-01,6,780.63
P002668,Home,West,45,41.05,2019-06-27,2020-06-21,12,1247.49
P002669,Life,Central,53,14.34,2021-03-31,2022-03-26,12,368.15
P002670,Auto,Central,67,60.5,2022-10-02,2023-09-27,12,1174.03
P002671,Life,West,56,83.3,2019-07-15,2020-07-09,12,935.57
P002672,Home,North,61,59.09,2020-01-14,2021-01-08,12,1851.16
P002673,Life,South,57,46.96,2019-10-15,2020-10-09,12,559.01
P002674,Home,North,26,49.18,2021-09-04,2022-03-03,6,734.14
P002675,Home,South,50,43.69,2020-10-24,2021-10-19,12,1301.83
P002676,Home,East,57,51.35,2020-05-23,2020-11-19,6,758.14
P002677,Life,Central,30,49.44,2019-01-14,2020-01-09,12,664.16
P002678,Health,West,36,37.38,2020-06-18,2020-12-15,6,885.26
P002679,Auto,East,32,75.24,2021-02-24,2021-08-23,6,723.71
P002680,Auto,South,56,27.69,2020-04-27,2021-04-22,12,648.86
P002681,Health,North,43,60.77,2021-07-03,2021-12-30,6,1368.16
P002682,Home,West,40,48.48,2020-06-30,2021-06-25,12,1655.83
P002683,Home,Central,25,78.51,2020-11-06,2021-05-05,6,1039.61
P002684,Home,East,43,55.11,2020-09-10,2021-09-05,12,1646.03
P002685,Auto,Central,36,44.6,2022-04-07,2023-04-02,12,824.79
P002686,Life,South,48,46.28,2022-03-19,2022-09-15,6,267.38
P002687,Life,Central,27,50.6,2019-01-24,2019-07-23,6,344.38
P002688,Auto,North,47,32.86,2020-06-19,2021-06-14,12,747.52
P002689,Auto,East,38,38.5,2022-08-31,2023-08-26,12,819.34
P002690,Life,East,26,23.23,2021-01-06,2022-01-01,12,465.12
P002691,Auto,North,25,36.16,2022-11-19,2023-11-14,12,746.37
P002692,Life,Central,27,51.41,2020-04-28,2021-04-23,12,652.69
P002693,Auto,North,41,54.5,2019-05-08,2019-11-04,6,529.26
P002694,Home,West,46,20.31,2022-09-29,2023-09-24,12,965.32
P002695,Health,North,49,47.94,2019-08-31,2020-08-25,12,2311.8
P002696,Home,Central,49,58.45,2021-08-11,2022-08-06,12,1556.3
P002697,Home,North,33,47.56,2020-09-20,2021-09-15,12,1299.06
P002698,Home,South,60,40.49,2019-11-24,2020-11-18,12,1392.96
P002699,Auto,North,38,43.82,2021-04-10,2022-04-05,12,863.98
P002700,Auto,North,51,41.89,2022-11-06,2023-11-01,12,990.13
P002701,Health,Central,42,40.45,2021-10-26,2022-10-21,12,2163.79
P002702,Life,West,50,52.61,2022-12-11,2023-12-06,12,576.35
P002703,Home,West,41,84.62,2020-09-28,2021-03-27,6,1036.33
P002704,Auto,Central,50,38.84,2022-11-14,2023-05-13,6,415.25
P002705,Auto,Central,44,45.23,2019-08-29,2020-08-23,12,1037.89
P002706,Auto,Central,57,49.22,2022-08-01,2023-07-27,12,954.09
P002707,Home,South,32,39.69,2020-08-27,2021-02-23,6,639.06
P002708,Life,East,18,66.47,2021-01-22,2021-07-21,6,427.09
P002709,Home,North,30,14.44,2022-06-12,2022-12-09,6,451.81
P002710,Life,Central,61,42.03,2020-03-28,2020-09-24,6,329.6
P002711,Auto,Central,42,62.27,2020-03-24,2021-03-19,12,1291.68
P002712,Auto,Central,46,45.59,2019-10-01,2020-09-25,12,863.06
P002713,Auto,West,29,37.69,2021-09-06,2022-09-01,12,936.65
P002714,Home,Central,45,56.61,2019-11-10,2020-11-04,12,1865.92
P002715,Auto,North,29,63.6,2021-07-20,2022-01-16,6,670.75
P002716,Health,Central,31,53.16,2022-05-25,2022-11-21,6,1425.6
P002717,Auto,North,38,37.98,2021-02-04,2022-01-30,12,938.56
P002718,Health,South,51,56.84,2021-05-01,2022-04-26,12,2623.32
P002719,Home,East,53,43.97,2022-12-08,2023-12-03,12,1274.94
P002720,Health,West,53,61.18,2022-01-29,2022-07-28,6,1367.77
P002721,Home,North,21,72.25,2021-08-22,2022-08-17,12,1584.11
P002722,Health,South,44,10.92,2022-01-05,2022-12-31,12,1505.87
P002723,Auto,East,42,51.67,2022-09-22,2023-09-17,12,991.14
P002724,Life,East,22,23.96,2020-03-23,2021-03-18,12,485.19
P002725,Health,East,45,86.63,2020-05-21,2021-05-16,12,3155.7
P002726,Auto,North,41,42.98,2022-10-25,2023-10-20,12,1014.9
P002727,Auto,South,52,61.2,2022-05-05,2022-11-01,6,539.13
P002728,Home,Central,46,49.47,2019-06-17,2019-12-14,6,649.51
P002729,Health,South,36,37.95,2021-12-12,2022-06-10,6,1243.23
P002730,Home,South,58,36.17,2021-07-03,2022-06-28,12,1389.59
P002731,Home,South,18,73.79,2021-12-17,2022-12-12,12,1969.06
P002732,Auto,North,44,64.34,2022-12-12,2023-12-07,12,1176.06
P002733,Auto,North,18,79.15,2021-01-10,2021-07-09,6,704.56
P002734,Life,North,31,50.83,2019-06-09,2020-06-03,12,643.51
P002735,Auto,South,52,54.32,2022-03-01,2023-02-24,12,968.51
P002736,Home,North,25,45.99,2019-08-18,2020-08-12,12,1368.99
P002737,Health,East,23,45.69,2019-05-07,2020-05-01,12,2835.53
P002738,Auto,North,80,34.37,2022-01-26,2023-01-21,12,1029.54
P002739,Home,West,24,51.26,2021-11-01,2022-10-27,12,1760.62
P002740,Auto,North,69,38.16,2020-02-19,2020-08-17,6,449.47
P002741,Home,North,42,56.63,2022-03-18,2023-03-13,12,1564.65
P002742,Auto,North,37,52.55,2022-01-04,2022-07-03,6,474.17
P002743,Life,North,53,54.32,2019-11-03,2020-05-01,6,304.63
P002744,Auto,West,65,75.13,2019-12-03,2020-05-31,6,614.77
P002745,Home,Central,27,49.43,2020-11-02,2021-10-28,12,1810.21
P002746,Home,North,37,61.35,2021-12-01,2022-11-26,12,2012.14
P002747,Auto,East,57,80.77,2021-06-23,2022-06-18,12,1471.42
P002748,Life,West,49,69.6,2019-08-27,2020-02-23,6,348.92
P002749,Auto,Central,61,67.3,2022-10-25,2023-10-20,12,1315.45
P002750,Home,North,52,45.4,2020-02-25,2021-02-19,12,1383.38
P002751,Auto,Central,72,53.44,2022-04-09,2023-04-04,12,817.09
P002752,Home,East,47,30.23,2021-09-28,2022-09-23,12,1176.99
P002753,Auto,West,48,57.48,2019-07-06,2020-01-02,6,499.01
P002754,Home,West,49,54.12,2021-11-11,2022-11-06,12,1446.96
P002755,Auto,Central,42,50.35,2021-07-01,2022-06-26,12,979.05
P002756,Life,North,57,65.41,2019-04-24,2019-10-21,6,351.84
P002757,Auto,South,48,31.88,2021-07-17,2022-07-12,12,779.88
P002758,Life,West,56,74.52,2019-09-28,2020-09-22,12,802.24
P002759,Life,South,59,63.53,2021-11-17,2022-11-12,12,590.2
P002760,Auto,West,51,48.94,2021-04-30,2021-10-27,6,568.69
P002761,Home,North,52,47.77,2021-07-24,2022-01-20,6,658.15
P002762,Auto,North,29,57.21,2022-02-28,2022-08-27,6,491.52
P002763,Auto,West,36,72.81,2019-04-29,2020-04-23,12,1231.87
P002764,Life,Central,57,51.52,2022-02-18,2023-02-13,12,629.51
P002765,Home,North,66,52.16,2021-08-04,2022-01-31,6,881.7
P002766,Home,North,18,50.27,2022-10-09,2023-10-04,12,1545.4
P002767,Auto,East,36,76.73,2020-09-23,2021-09-18,12,1395.58
P002768,Auto,North,45,44.47,2019-02-14,2019-08-13,6,479.64
P002769,Auto,East,31,49.56,2021-03-21,2022-03-16,12,1017.74
P002770,Life,North,32,71.95,2020-06-05,2021-05-31,12,814.08
P002771,Home,North,52,52.21,2019-01-07,2019-07-06,6,621.09
P002772,Life,Central,68,67.06,2020-03-22,2020-09-18,6,367.07
P002773,Auto,Central,18,36.33,2022-03-30,2023-03-25,12,933.12
P002774,Auto,North,42,46.92,2019-05-30,2020-05-24,12,1342.7
P002775,Auto,West,51,72.27,2019-04-03,2020-03-28,12,1114.63
P002776,Auto,West,56,39.85,2021-05-17,2022-05-12,12,915.35
P002777,Auto,North,49,47.73,2020-12-06,2021-06-04,6,458.61
P002778,Life,West,71,53.85,2022-12-05,2023-06-03,6,393.88
P002779,Life,North,45,35.16,2019-05-11,2020-05-05,12,444.16
P002780,Home,Central,64,43.79,2022-01-13,2022-07-12,6,737.49
P002781,Home,South,35,51.69,2019-05-04,2019-10-31,6,657.53
P002782,Auto,East,45,50.7,2019-05-22,2020-05-16,12,976.28
P002783,Life,West,26,69.21,2021-08-24,2022-08-19,12,766.44
P002784,Auto,West,58,73.12,2019-03-06,2020-02-29,12,1414.09
P002785,Health,Central,43,37.16,2020-08-10,2021-08-05,12,1887.0
P002786,Home,West,50,51.67,2021-04-17,2021-10-14,6,815.78
P002787,Auto,North,40,60.11,2020-01-04,2020-12-29,12,1123.43
P002788,Health,North,53,72.75,2019-10-05,2020-04-02,6,1634.66
P002789,Auto,South,50,60.78,2022-08-06,2023-08-01,12,1237.59
P002790,Home,South,30,54.36,2022-08-15,2023-08-10,12,1376.03
P002791,Home,South,30,60.0,2021-05-10,2022-05-05,12,1816.18
P002792,Auto,North,44,60.11,2021-02-05,2022-01-31,12,1057.53
P002793,Home,South,54,36.08,2021-02-22,2022-02-17,12,1386.36
P002794,Home,South,72,52.89,2021-07-07,2022-01-03,6,801.97
P002795,Life,North,49,71.89,2021-02-12,2022-02-07,12,772.64
P002796,Auto,Central,60,46.89,2021-02-08,2022-02-03,12,905.88
P002797,Health,West,20,51.94,2019-06-14,2019-12-11,6,1384.41
P002798,Auto,East,75,46.36,2022-10-30,2023-10-25,12,1076.91
P002799,Auto,North,54,15.29,2022-09-17,2023-09-12,12,552.39
P002800,Auto,North,44,50.31,2022-01-09,2022-07-08,6,445.0
P002801,Auto,East,42,54.53,2019-09-30,2020-09-24,12,1127.55
P002802,Auto,East,28,42.31,2022-08-31,2023-08-26,12,776.23
P002803,Health,South,32,32.68,2020-12-13,2021-12-08,12,1721.86
P002804,Auto,East,73,36.79,2019-08-31,2020-08-25,12,752.06
P002805,Auto,West,30,61.46,2020-01-01,2020-12-26,12,1090.26
P002806,Auto,West,29,79.59,2022-01-05,2022-12-31,12,1174.0
P002807,Life,West,34,70.74,2021-03-15,2022-03-10,12,629.22
P002808,Life,West,27,29.83,2021-12-19,2022-06-17,6,209.97
P002809,Auto,West,45,62.82,2019-09-18,2020-09-12,12,1227.97
P002810,Auto,South,61,40.05,2020-04-01,2021-03-27,12,768.63
P002811,Auto,North,35,41.27,2019-01-08,2019-07-07,6,432.39
P002812,Auto,East,24,43.07,2019-02-16,2020-02-11,12,1095.32
P002813,Auto,North,49,60.59,2020-09-03,2021-08-29,12,1121.54
P002814,Home,East,44,64.39,2021-08-06,2022-02-02,6,909.64
P002815,Auto,South,60,48.53,2022-10-11,2023-10-06,12,889.42
P002816,Home,South,38,48.78,2022-01-20,2023-01-15,12,1797.81
P002817,Auto,Central,41,56.96,2021-05-18,2022-05-13,12,1024.87
P002818,Health,Central,42,58.52,2021-12-25,2022-06-23,6,1346.37
P002819,Health,South,46,67.64,2021-02-15,2021-08-14,6,1714.08
P002820,Home,South,39,30.73,2020-04-15,2021-04-10,12,1132.18
P002821,Auto,East,36,50.3,2020-05-21,2021-05-16,12,1008.41
P002822,Auto,South,18,33.98,2021-08-01,2022-01-28,6,392.5
P002823,Home,North,36,49.24,2020-12-09,2021-12-04,12,1445.47
P002824,Life,East,55,46.61,2019-11-14,2020-05-12,6,310.89
P002825,Home,South,57,49.3,2020-07-18,2021-07-13,12,1569.64
P002826,Life,East,37,38.0,2020-01-22,2021-01-16,12,500.59
P002827,Health,East,64,27.69,2019-08-20,2020-08-14,12,1690.45
P002828,Auto,West,44,18.58,2019-03-07,2019-09-03,6,292.51
P002829,Home,Central,24,48.03,2022-09-14,2023-09-09,12,1259.32
P002830,Auto,East,20,43.53,2021-05-08,2021-11-04,6,387.83
P002831,Auto,East,63,39.86,2022-06-13,2023-06-08,12,904.42
P002832,Home,West,39,69.84,2019-02-02,2020-01-28,12,2031.43
P002833,Auto,South,26,37.11,2020-05-07,2020-11-03,6,459.48
P002834,Life,East,18,71.25,2020-02-27,2020-08-25,6,298.77
P002835,Auto,West,39,74.36,2019-05-18,2020-05-12,12,1260.65
P002836,Home,North,51,20.74,2019-07-26,2020-07-20,12,866.05
P002837,Home,West,34,51.39,2022-05-01,2023-04-26,12,1546.94
P002838,Home,Central,29,44.0,2019-03-10,2019-09-06,6,666.92
P002839,Auto,Central,36,6.32,2021-07-03,2022-06-28,12,504.01
P002840,Life,South,63,28.33,2022-05-09,2023-05-04,12,461.59
P002841,Home,South,24,61.62,2022-10-08,2023-10-03,12,1385.1
P002842,Home,Central,35,80.29,2022-12-11,2023-12-06,12,1847.43
P002843,Auto,Central,63,63.54,2019-04-10,2020-04-04,12,1163.15
P002844,Home,East,52,54.85,2020-05-16,2021-05-11,12,1601.6
P002845,Life,Central,47,49.68,2019-04-01,2020-03-26,12,535.08
P002846,Home,South,35,75.24,2021-04-03,2022-03-29,12,1654.05
P002847,Life,Central,45,82.22,2021-06-17,2022-06-12,12,871.52
P002848,Home,South,36,41.2,2020-04-24,2020-10-21,6,576.64
P002849,Auto,North,32,20.0,2022-01-10,2023-01-05,12,533.21
P002850,Auto,Central,28,18.53,2020-03-20,2021-03-15,12,594.66
P002851,Auto,South,56,69.83,2019-04-26,2020-04-20,12,1177.49
P002852,Home,West,44,49.29,2019-10-14,2020-04-11,6,678.29
P002853,Life,East,49,52.75,2021-10-28,2022-04-26,6,300.09
P002854,Auto,South,47,23.14,2020-08-15,2021-08-10,12,678.62
