policy_id,payment_date,scheduled_amount,actual_amount,status,payment_schedule
P003153,2020-12-29,233.62,233.62,Paid,Quarterly
P003153,2021-03-29,233.62,233.62,Paid,Quarterly
P003153,2021-06-27,233.62,233.62,Paid,Quarterly
P003153,2021-09-25,233.62,233.62,Paid,Quarterly
P003154,2022-02-06,189.93,189.93,Paid,Monthly
P003154,2022-03-08,189.93,189.93,Paid,Monthly
P003154,2022-04-07,189.93,189.93,Paid,Monthly
P003154,2022-05-07,189.93,189.93,Paid,Monthly
P003154,2022-06-06,189.93,189.93,Paid,Monthly
P003154,2022-07-06,189.93,189.93,Paid,Monthly
P003154,2022-08-05,189.93,189.93,Paid,Monthly
P003154,2022-09-04,189.93,189.93,Paid,Monthly
P003154,2022-10-04,189.93,189.93,Paid,Monthly
P003154,2022-11-03,189.93,189.93,Paid,Monthly
P003154,2022-12-03,189.93,189.93,Paid,Monthly
P003154,2023-01-02,189.93,189.93,Paid,Monthly
P003155,2021-02-07,111.42,111.42,Paid,Quarterly
P003155,2021-05-08,111.42,111.42,Paid,Quarterly
P003155,2021-08-06,111.42,111.42,Paid,Quarterly
P003155,2021-11-04,111.42,111.42,Paid,Quarterly
P003157,2020-01-16,58.13,58.13,Paid,Monthly
P003157,2020-02-15,58.13,58.13,Paid,Monthly
P003157,2020-03-16,58.13,58.13,Paid,Monthly
P003157,2020-04-15,58.13,58.13,Paid,Monthly
P003157,2020-05-15,58.13,58.13,Paid,Monthly
P003157,2020-06-14,58.13,58.13,Paid,Monthly
P003157,2020-07-14,58.13,58.13,Paid,Monthly
P003157,2020-08-13,58.13,58.13,Paid,Monthly
P003157,2020-09-12,58.13,58.13,Paid,Monthly
P003157,2020-10-12,58.13,58.13,Paid,Monthly
P003157,2020-11-11,58.13,58.13,Paid,Monthly
P003157,2020-12-11,58.13,58.13,Paid,Monthly
P003158,2022-10-24,321.75,321.75,Paid,Quarterly
P003158,2023-01-22,321.75,321.75,Paid,Quarterly
P003159,2022-04-14,124.0,124.0,Paid,Monthly
P003159,2022-05-14,124.0,124.0,Paid,Monthly
P003159,2022-06-13,124.0,124.0,Paid,Monthly
P003159,2022-07-13,124.0,124.0,Paid,Monthly
P003159,2022-08-12,124.0,124.0,Paid,Monthly
P003159,2022-09-11,124.0,124.0,Paid,Monthly
P003159,2022-10-11,124.0,124.0,Paid,Monthly
P003159,2022-11-10,124.0,124.0,Paid,Monthly
P003159,2022-12-10,124.0,124.0,Paid,Monthly
P003159,2023-01-09,124.0,124.0,Paid,Monthly
P003159,2023-02-08,124.0,124.0,Paid,Monthly
P003159,2023-03-10,124.0,124.0,Paid,Monthly
P003160,2022-09-15,53.87,53.87,Paid,Monthly
P003160,2022-10-15,53.87,53.87,Paid,Monthly
P003160,2022-11-14,53.87,53.87,Paid,Monthly
P003160,2022-12-14,53.87,53.87,Paid,Monthly
P003160,2023-01-13,53.87,53.87,Paid,Monthly
P003160,2023-02-12,53.87,53.87,Paid,Monthly
P003161,2021-02-17,1892.11,1892.11,Paid,Semi-Annual
P003162,2019-06-25,87.33,87.33,Paid,Monthly
P003162,2019-07-25,87.33,87.33,Paid,Monthly
P003162,2019-08-24,87.33,87.33,Paid,Monthly
P003162,2019-09-23,87.33,87.33,Paid,Monthly
P003162,2019-10-23,87.33,87.33,Paid,Monthly
P003162,2019-11-22,87.33,87.33,Paid,Monthly
P003163,2022-06-20,746.49,746.49,Paid,Semi-Annual
P003164,2020-08-27,129.32,129.32,Paid,Monthly
P003164,2020-09-26,129.32,129.32,Paid,Monthly
P003164,2020-10-26,129.32,129.32,Paid,Monthly
P003164,2020-11-25,129.32,129.32,Paid,Monthly
P003164,2020-12-25,129.32,129.32,Paid,Monthly
P003164,2021-01-24,129.32,129.32,Paid,Monthly
P003164,2021-02-23,129.32,129.32,Paid,Monthly
P003164,2021-03-25,129.32,129.32,Paid,Monthly
P003164,2021-04-24,129.32,129.32,Paid,Monthly
P003164,2021-05-24,129.32,129.32,Paid,Monthly
P003164,2021-06-23,129.32,129.32,Paid,Monthly
P003164,2021-07-23,129.32,129.32,Paid,Monthly
P003165,2020-05-19,147.05,147.05,Paid,Quarterly
P003165,2020-08-17,147.05,147.05,Paid,Quarterly
P003167,2019-05-31,289.6,289.6,Paid,Quarterly
P003167,2019-08-29,289.6,289.6,Paid,Quarterly
P003167,2019-11-27,289.6,289.6,Paid,Quarterly
P003167,2020-02-25,289.6,289.6,Paid,Quarterly
P003168,2019-06-18,129.21,129.21,Paid,Monthly
P003168,2019-07-18,129.21,129.21,Paid,Monthly
P003168,2019-08-17,129.21,129.21,Paid,Monthly
P003168,2019-09-16,129.21,129.21,Paid,Monthly
P003168,2019-10-16,129.21,129.21,Paid,Monthly
P003168,2019-11-15,129.21,0.0,Missed,Monthly
P003169,2020-07-02,145.14,145.14,Paid,Monthly
P003169,2020-08-01,145.14,145.14,Paid,Monthly
P003169,2020-08-31,145.14,152.4,Late,Monthly
P003169,2020-09-30,145.14,145.14,Paid,Monthly
P003169,2020-10-30,145.14,145.14,Paid,Monthly
P003169,2020-11-29,145.14,145.14,Paid,Monthly
P003169,2020-12-29,145.14,145.14,Paid,Monthly
P003169,2021-01-28,145.14,145.14,Paid,Monthly
P003169,2021-02-27,145.14,145.14,Paid,Monthly
P003169,2021-03-29,145.14,145.14,Paid,Monthly
P003169,2021-04-28,145.14,145.14,Paid,Monthly
P003169,2021-05-28,145.14,145.14,Paid,Monthly
P003170,2019-11-12,84.9,84.9,Paid,Monthly
P003170,2019-12-12,84.9,89.15,Late,Monthly
P003170,2020-01-11,84.9,84.9,Paid,Monthly
P003170,2020-02-10,84.9,84.9,Paid,Monthly
P003170,2020-03-11,84.9,84.9,Paid,Monthly
P003170,2020-04-10,84.9,84.9,Paid,Monthly
P003170,2020-05-10,84.9,84.9,Paid,Monthly
P003170,2020-06-09,84.9,84.9,Paid,Monthly
P003170,2020-07-09,84.9,84.9,Paid,Monthly
P003170,2020-08-08,84.9,84.9,Paid,Monthly
P003170,2020-09-07,84.9,84.9,Paid,Monthly
P003170,2020-10-07,84.9,84.9,Paid,Monthly
P003171,2021-02-17,306.86,306.86,Paid,Semi-Annual
P003172,2022-12-28,216.64,216.64,Paid,Quarterly
P003172,2023-03-28,216.64,216.64,Paid,Quarterly
P003174,2019-11-12,225.13,225.13,Paid,Quarterly
P003174,2020-02-10,225.13,225.13,Paid,Quarterly
P003176,2020-10-10,280.14,280.14,Paid,Quarterly
P003176,2021-01-08,280.14,280.14,Paid,Quarterly
P003177,2021-01-08,829.07,829.07,Paid,Semi-Annual
P003178,2019-08-07,44.72,44.72,Paid,Monthly
P003178,2019-09-06,44.72,44.72,Paid,Monthly
P003178,2019-10-06,44.72,44.72,Paid,Monthly
P003178,2019-11-05,44.72,44.72,Paid,Monthly
P003178,2019-12-05,44.72,44.72,Paid,Monthly
P003178,2020-01-04,44.72,44.72,Paid,Monthly
P003178,2020-02-03,44.72,44.72,Paid,Monthly
P003178,2020-03-04,44.72,44.72,Paid,Monthly
P003178,2020-04-03,44.72,44.72,Paid,Monthly
P003178,2020-05-03,44.72,44.72,Paid,Monthly
P003178,2020-06-02,44.72,44.72,Paid,Monthly
P003178,2020-07-02,44.72,44.72,Paid,Monthly
P003179,2019-07-07,94.84,94.84,Paid,Monthly
P003179,2019-08-06,94.84,94.84,Paid,Monthly
P003179,2019-09-05,94.84,94.84,Paid,Monthly
P003179,2019-10-05,94.84,94.84,Paid,Monthly
P003179,2019-11-04,94.84,0.0,Missed,Monthly
P003179,2019-12-04,94.84,94.84,Paid,Monthly
P003179,2020-01-03,94.84,94.84,Paid,Monthly
P003179,2020-02-02,94.84,94.84,Paid,Monthly
P003179,2020-03-03,94.84,94.84,Paid,Monthly
P003179,2020-04-02,94.84,94.84,Paid,Monthly
P003179,2020-05-02,94.84,94.84,Paid,Monthly
P003179,2020-06-01,94.84,94.84,Paid,Monthly
P003180,2019-01-11,96.29,96.29,Paid,Monthly
P003180,2019-02-10,96.29,96.29,Paid,Monthly
P003180,2019-03-12,96.29,96.29,Paid,Monthly
P003180,2019-04-11,96.29,96.29,Paid,Monthly
P003180,2019-05-11,96.29,96.29,Paid,Monthly
P003180,2019-06-10,96.29,96.29,Paid,Monthly
P003180,2019-07-10,96.29,96.29,Paid,Monthly
P003180,2019-08-09,96.29,96.29,Paid,Monthly
P003180,2019-09-08,96.29,96.29,Paid,Monthly
P003180,2019-10-08,96.29,96.29,Paid,Monthly
P003180,2019-11-07,96.29,96.29,Paid,Monthly
P003180,2019-12-07,96.29,96.29,Paid,Monthly
P003181,2020-09-23,310.55,310.55,Paid,Quarterly
P003181,2020-12-22,310.55,310.55,Paid,Quarterly
P003183,2021-01-07,193.66,193.66,Paid,Quarterly
P003183,2021-04-07,193.66,193.66,Paid,Quarterly
P003183,2021-07-06,193.66,193.66,Paid,Quarterly
P003183,2021-10-04,193.66,193.66,Paid,Quarterly
P003184,2020-07-06,201.28,201.28,Paid,Monthly
P003184,2020-08-05,201.28,201.28,Paid,Monthly
P003184,2020-09-04,201.28,201.28,Paid,Monthly
P003184,2020-10-04,201.28,201.28,Paid,Monthly
P003184,2020-11-03,201.28,201.28,Paid,Monthly
P003184,2020-12-03,201.28,201.28,Paid,Monthly
P003185,2019-07-29,525.08,525.08,Paid,Semi-Annual
P003186,2019-09-29,547.27,547.27,Paid,Semi-Annual
P003187,2019-06-28,250.75,250.75,Paid,Quarterly
P003187,2019-09-26,250.75,250.75,Paid,Quarterly
P003187,2019-12-25,250.75,250.75,Paid,Quarterly
P003187,2020-03-24,250.75,250.75,Paid,Quarterly
P003188,2020-01-19,217.08,217.08,Paid,Monthly
P003188,2020-02-18,217.08,217.08,Paid,Monthly
P003188,2020-03-19,217.08,217.08,Paid,Monthly
P003188,2020-04-18,217.08,217.08,Paid,Monthly
P003188,2020-05-18,217.08,217.08,Paid,Monthly
P003188,2020-06-17,217.08,0.0,Missed,Monthly
P003188,2020-07-17,217.08,217.08,Paid,Monthly
P003188,2020-08-16,217.08,217.08,Paid,Monthly
P003188,2020-09-15,217.08,217.08,Paid,Monthly
P003188,2020-10-15,217.08,217.08,Paid,Monthly
P003188,2020-11-14,217.08,217.08,Paid,Monthly
P003188,2020-12-14,217.08,217.08,Paid,Monthly
P003189,2021-06-01,133.1,133.1,Paid,Monthly
P003189,2021-07-01,133.1,133.1,Paid,Monthly
P003189,2021-07-31,133.1,133.1,Paid,Monthly
P003189,2021-08-30,133.1,133.1,Paid,Monthly
P003189,2021-09-29,133.1,133.1,Paid,Monthly
P003189,2021-10-29,133.1,133.1,Paid,Monthly
P003189,2021-11-28,133.1,133.1,Paid,Monthly
P003189,2021-12-28,133.1,133.1,Paid,Monthly
P003189,2022-01-27,133.1,133.1,Paid,Monthly
P003189,2022-02-26,133.1,133.1,Paid,Monthly
P003189,2022-03-28,133.1,133.1,Paid,Monthly
P003189,2022-04-27,133.1,133.1,Paid,Monthly
P003190,2021-07-08,255.96,255.96,Paid,Quarterly
P003190,2021-10-06,255.96,255.96,Paid,Quarterly
P003190,2022-01-04,255.96,255.96,Paid,Quarterly
P003190,2022-04-04,255.96,255.96,Paid,Quarterly
P003191,2022-02-14,318.41,318.41,Paid,Semi-Annual
P003193,2021-11-15,69.84,69.84,Paid,Monthly
P003193,2021-12-15,69.84,69.84,Paid,Monthly
P003193,2022-01-14,69.84,69.84,Paid,Monthly
P003193,2022-02-13,69.84,69.84,Paid,Monthly
P003193,2022-03-15,69.84,69.84,Paid,Monthly
P003193,2022-04-14,69.84,69.84,Paid,Monthly
P003193,2022-05-14,69.84,69.84,Paid,Monthly
P003193,2022-06-13,69.84,69.84,Paid,Monthly
P003193,2022-07-13,69.84,69.84,Paid,Monthly
P003193,2022-08-12,69.84,69.84,Paid,Monthly
P003193,2022-09-11,69.84,69.84,Paid,Monthly
P003193,2022-10-11,69.84,69.84,Paid,Monthly
P003194,2021-04-15,113.42,113.42,Paid,Monthly
P003194,2021-05-15,113.42,113.42,Paid,Monthly
P003194,2021-06-14,113.42,113.42,Paid,Monthly
P003194,2021-07-14,113.42,113.42,Paid,Monthly
P003194,2021-08-13,113.42,113.42,Paid,Monthly
P003194,2021-09-12,113.42,113.42,Paid,Monthly
P003194,2021-10-12,113.42,113.42,Paid,Monthly
P003194,2021-11-11,113.42,113.42,Paid,Monthly
P003194,2021-12-11,113.42,113.42,Paid,Monthly
P003194,2022-01-10,113.42,113.42,Paid,Monthly
P003194,2022-02-09,113.42,113.42,Paid,Monthly
P003194,2022-03-11,113.42,113.42,Paid,Monthly
P003195,2019-07-31,68.01,68.01,Paid,Monthly
P003195,2019-08-30,68.01,68.01,Paid,Monthly
P003195,2019-09-29,68.01,68.01,Paid,Monthly
P003195,2019-10-29,68.01,68.01,Paid,Monthly
P003195,2019-11-28,68.01,68.01,Paid,Monthly
P003195,2019-12-28,68.01,68.01,Paid,Monthly
P003195,2020-01-27,68.01,71.41,Late,Monthly
P003195,2020-02-26,68.01,68.01,Paid,Monthly
P003195,2020-03-27,68.01,68.01,Paid,Monthly
P003195,2020-04-26,68.01,68.01,Paid,Monthly
P003195,2020-05-26,68.01,68.01,Paid,Monthly
P003195,2020-06-25,68.01,68.01,Paid,Monthly
P003196,2019-02-23,59.36,59.36,Paid,Monthly
P003196,2019-03-25,59.36,59.36,Paid,Monthly
P003196,2019-04-24,59.36,59.36,Paid,Monthly
P003196,2019-05-24,59.36,59.36,Paid,Monthly
P003196,2019-06-23,59.36,59.36,Paid,Monthly
P003196,2019-07-23,59.36,59.36,Paid,Monthly
P003196,2019-08-22,59.36,59.36,Paid,Monthly
P003196,2019-09-21,59.36,59.36,Paid,Monthly
P003196,2019-10-21,59.36,59.36,Paid,Monthly
P003196,2019-11-20,59.36,59.36,Paid,Monthly
P003196,2019-12-20,59.36,59.36,Paid,Monthly
P003196,2020-01-19,59.36,59.36,Paid,Monthly
P003197,2019-07-03,990.98,990.98,Paid,Semi-Annual
P003198,2020-12-25,431.7,431.7,Paid,Semi-Annual
P003199,2022-02-09,159.94,159.94,Paid,Monthly
P003199,2022-03-11,159.94,159.94,Paid,Monthly
P003199,2022-04-10,159.94,159.94,Paid,Monthly
P003199,2022-05-10,159.94,159.94,Paid,Monthly
P003199,2022-06-09,159.94,159.94,Paid,Monthly
P003199,2022-07-09,159.94,159.94,Paid,Monthly
P003200,2019-07-10,61.38,61.38,Paid,Monthly
P003200,2019-08-09,61.38,61.38,Paid,Monthly
P003200,2019-09-08,61.38,61.38,Paid,Monthly
P003200,2019-10-08,61.38,61.38,Paid,Monthly
P003200,2019-11-07,61.38,61.38,Paid,Monthly
P003200,2019-12-07,61.38,61.38,Paid,Monthly
P003200,2020-01-06,61.38,61.38,Paid,Monthly
P003200,2020-02-05,61.38,61.38,Paid,Monthly
P003200,2020-03-06,61.38,61.38,Paid,Monthly
P003200,2020-04-05,61.38,61.38,Paid,Monthly
P003200,2020-05-05,61.38,61.38,Paid,Monthly
P003200,2020-06-04,61.38,61.38,Paid,Monthly
P003201,2022-05-07,261.03,261.03,Paid,Quarterly
P003201,2022-08-05,261.03,261.03,Paid,Quarterly
P003201,2022-11-03,261.03,261.03,Paid,Quarterly
P003201,2023-02-01,261.03,261.03,Paid,Quarterly
P003202,2022-05-09,133.25,133.25,Paid,Monthly
P003202,2022-06-08,133.25,133.25,Paid,Monthly
P003202,2022-07-08,133.25,133.25,Paid,Monthly
P003202,2022-08-07,133.25,133.25,Paid,Monthly
P003202,2022-09-06,133.25,133.25,Paid,Monthly
P003202,2022-10-06,133.25,133.25,Paid,Monthly
P003202,2022-11-05,133.25,133.25,Paid,Monthly
P003202,2022-12-05,133.25,133.25,Paid,Monthly
P003202,2023-01-04,133.25,133.25,Paid,Monthly
P003202,2023-02-03,133.25,133.25,Paid,Monthly
P003202,2023-03-05,133.25,133.25,Paid,Monthly
P003202,2023-04-04,133.25,133.25,Paid,Monthly
P003203,2020-10-26,169.46,169.46,Paid,Monthly
P003203,2020-11-25,169.46,169.46,Paid,Monthly
P003203,2020-12-25,169.46,169.46,Paid,Monthly
P003203,2021-01-24,169.46,169.46,Paid,Monthly
P003203,2021-02-23,169.46,169.46,Paid,Monthly
P003203,2021-03-25,169.46,169.46,Paid,Monthly
P003204,2021-02-27,347.16,347.16,Paid,Quarterly
P003204,2021-05-28,347.16,347.16,Paid,Quarterly
P003204,2021-08-26,347.16,347.16,Paid,Quarterly
P003204,2021-11-24,347.16,347.16,Paid,Quarterly
P003205,2019-01-26,140.22,140.22,Paid,Monthly
P003205,2019-02-25,140.22,140.22,Paid,Monthly
P003205,2019-03-27,140.22,140.22,Paid,Monthly
P003205,2019-04-26,140.22,140.22,Paid,Monthly
P003205,2019-05-26,140.22,140.22,Paid,Monthly
P003205,2019-06-25,140.22,140.22,Paid,Monthly
P003205,2019-07-25,140.22,140.22,Paid,Monthly
P003205,2019-08-24,140.22,140.22,Paid,Monthly
P003205,2019-09-23,140.22,140.22,Paid,Monthly
P003205,2019-10-23,140.22,140.22,Paid,Monthly
P003205,2019-11-22,140.22,140.22,Paid,Monthly
P003205,2019-12-22,140.22,140.22,Paid,Monthly
P003206,2020-08-20,74.98,74.98,Paid,Monthly
P003206,2020-09-19,74.98,74.98,Paid,Monthly
P003206,2020-10-19,74.98,74.98,Paid,Monthly
P003206,2020-11-18,74.98,74.98,Paid,Monthly
P003206,2020-12-18,74.98,74.98,Paid,Monthly
P003206,2021-01-17,74.98,74.98,Paid,Monthly
P003206,2021-02-16,74.98,74.98,Paid,Monthly
P003206,2021-03-18,74.98,74.98,Paid,Monthly
P003206,2021-04-17,74.98,74.98,Paid,Monthly
P003206,2021-05-17,74.98,74.98,Paid,Monthly
P003206,2021-06-16,74.98,74.98,Paid,Monthly
P003206,2021-07-16,74.98,74.98,Paid,Monthly
P003207,2021-04-27,225.36,225.36,Paid,Quarterly
P003207,2021-07-26,225.36,225.36,Paid,Quarterly
P003207,2021-10-24,225.36,225.36,Paid,Quarterly
P003207,2022-01-22,225.36,225.36,Paid,Quarterly
P003208,2021-03-05,164.82,164.82,Paid,Quarterly
P003208,2021-06-03,164.82,164.82,Paid,Quarterly
P003208,2021-09-01,164.82,164.82,Paid,Quarterly
P003208,2021-11-30,164.82,164.82,Paid,Quarterly
P003209,2019-06-23,546.2,546.2,Paid,Semi-Annual
P003210,2022-02-19,285.07,285.07,Paid,Quarterly
P003210,2022-05-20,285.07,285.07,Paid,Quarterly
P003210,2022-08-18,285.07,285.07,Paid,Quarterly
P003210,2022-11-16,285.07,285.07,Paid,Quarterly
P003211,2020-05-12,87.1,87.1,Paid,Monthly
P003211,2020-06-11,87.1,87.1,Paid,Monthly
P003211,2020-07-11,87.1,87.1,Paid,Monthly
P003211,2020-08-10,87.1,87.1,Paid,Monthly
P003211,2020-09-09,87.1,87.1,Paid,Monthly
P003211,2020-10-09,87.1,87.1,Paid,Monthly
P003212,2022-03-17,67.86,67.86,Paid,Monthly
P003212,2022-04-16,67.86,67.86,Paid,Monthly
P003212,2022-05-16,67.86,67.86,Paid,Monthly
P003212,2022-06-15,67.86,67.86,Paid,Monthly
P003212,2022-07-15,67.86,67.86,Paid,Monthly
P003212,2022-08-14,67.86,67.86,Paid,Monthly
P003212,2022-09-13,67.86,67.86,Paid,Monthly
P003212,2022-10-13,67.86,67.86,Paid,Monthly
P003212,2022-11-12,67.86,67.86,Paid,Monthly
P003212,2022-12-12,67.86,67.86,Paid,Monthly
P003212,2023-01-11,67.86,67.86,Paid,Monthly
P003212,2023-02-10,67.86,67.86,Paid,Monthly
P003214,2019-12-14,678.02,678.02,Paid,Semi-Annual
P003215,2022-11-04,69.81,69.81,Paid,Monthly
P003215,2022-12-04,69.81,69.81,Paid,Monthly
P003215,2023-01-03,69.81,69.81,Paid,Monthly
P003215,2023-02-02,69.81,69.81,Paid,Monthly
P003215,2023-03-04,69.81,69.81,Paid,Monthly
P003215,2023-04-03,69.81,69.81,Paid,Monthly
P003216,2021-02-18,362.18,362.18,Paid,Quarterly
P003216,2021-05-19,362.18,362.18,Paid,Quarterly
P003217,2019-12-14,350.92,350.92,Paid,Quarterly
P003217,2020-03-13,350.92,350.92,Paid,Quarterly
P003218,2019-10-12,77.89,77.89,Paid,Monthly
P003218,2019-11-11,77.89,77.89,Paid,Monthly
P003218,2019-12-11,77.89,77.89,Paid,Monthly
P003218,2020-01-10,77.89,77.89,Paid,Monthly
P003218,2020-02-09,77.89,77.89,Paid,Monthly
P003218,2020-03-10,77.89,77.89,Paid,Monthly
P003219,2020-07-04,81.75,81.75,Paid,Monthly
P003219,2020-08-03,81.75,81.75,Paid,Monthly
P003219,2020-09-02,81.75,81.75,Paid,Monthly
P003219,2020-10-02,81.75,81.75,Paid,Monthly
P003219,2020-11-01,81.75,81.75,Paid,Monthly
P003219,2020-12-01,81.75,81.75,Paid,Monthly
P003219,2020-12-31,81.75,81.75,Paid,Monthly
P003219,2021-01-30,81.75,81.75,Paid,Monthly
P003219,2021-03-01,81.75,81.75,Paid,Monthly
P003219,2021-03-31,81.75,81.75,Paid,Monthly
P003219,2021-04-30,81.75,81.75,Paid,Monthly
P003219,2021-05-30,81.75,81.75,Paid,Monthly
P003220,2020-09-08,126.89,126.89,Paid,Quarterly
P003220,2020-12-07,126.89,133.23,Late,Quarterly
P003220,2021-03-07,126.89,126.89,Paid,Quarterly
P003220,2021-06-05,126.89,126.89,Paid,Quarterly
P003221,2020-07-03,71.79,71.79,Paid,Monthly
P003221,2020-08-02,71.79,75.38,Late,Monthly
P003221,2020-09-01,71.79,71.79,Paid,Monthly
P003221,2020-10-01,71.79,71.79,Paid,Monthly
P003221,2020-10-31,71.79,71.79,Paid,Monthly
P003221,2020-11-30,71.79,71.79,Paid,Monthly
P003221,2020-12-30,71.79,71.79,Paid,Monthly
P003221,2021-01-29,71.79,71.79,Paid,Monthly
P003221,2021-02-28,71.79,71.79,Paid,Monthly
P003221,2021-03-30,71.79,71.79,Paid,Monthly
P003221,2021-04-29,71.79,71.79,Paid,Monthly
P003221,2021-05-29,71.79,71.79,Paid,Monthly
P003222,2021-10-06,111.48,111.48,Paid,Monthly
P003222,2021-11-05,111.48,111.48,Paid,Monthly
P003222,2021-12-05,111.48,111.48,Paid,Monthly
P003222,2022-01-04,111.48,111.48,Paid,Monthly
P003222,2022-02-03,111.48,0.0,Missed,Monthly
P003222,2022-03-05,111.48,111.48,Paid,Monthly
P003228,2021-05-12,454.53,454.53,Paid,Semi-Annual
P003233,2020-05-30,140.53,140.53,Paid,Quarterly
P003233,2020-08-28,140.53,140.53,Paid,Quarterly
P003234,2020-05-20,307.07,307.07,Paid,Quarterly
P003234,2020-08-18,307.07,307.07,Paid,Quarterly
P003235,2022-07-04,396.53,396.53,Paid,Semi-Annual
P003238,2022-06-16,303.49,303.49,Paid,Semi-Annual
P003239,2020-02-05,135.89,135.89,Paid,Monthly
P003239,2020-03-06,135.89,135.89,Paid,Monthly
P003239,2020-04-05,135.89,135.89,Paid,Monthly
P003239,2020-05-05,135.89,135.89,Paid,Monthly
P003239,2020-06-04,135.89,142.68,Late,Monthly
P003239,2020-07-04,135.89,135.89,Paid,Monthly
P003239,2020-08-03,135.89,135.89,Paid,Monthly
P003239,2020-09-02,135.89,135.89,Paid,Monthly
P003239,2020-10-02,135.89,135.89,Paid,Monthly
P003239,2020-11-01,135.89,135.89,Paid,Monthly
P003239,2020-12-01,135.89,135.89,Paid,Monthly
P003239,2020-12-31,135.89,135.89,Paid,Monthly
P003240,2021-07-26,307.5,307.5,Paid,Quarterly
P003240,2021-10-24,307.5,307.5,Paid,Quarterly
P003240,2022-01-22,307.5,307.5,Paid,Quarterly
P003240,2022-04-22,307.5,307.5,Paid,Quarterly
P003241,2019-08-08,349.48,349.48,Paid,Semi-Annual
P003242,2019-10-05,969.53,969.53,Paid,Semi-Annual
P003243,2020-09-15,445.35,445.35,Paid,Semi-Annual
P003244,2019-01-14,112.94,112.94,Paid,Monthly
P003244,2019-02-13,112.94,112.94,Paid,Monthly
P003244,2019-03-15,112.94,118.59,Late,Monthly
P003244,2019-04-14,112.94,112.94,Paid,Monthly
P003244,2019-05-14,112.94,112.94,Paid,Monthly
P003244,2019-06-13,112.94,112.94,Paid,Monthly
P003244,2019-07-13,112.94,112.94,Paid,Monthly
P003244,2019-08-12,112.94,112.94,Paid,Monthly
P003244,2019-09-11,112.94,112.94,Paid,Monthly
P003244,2019-10-11,112.94,112.94,Paid,Monthly
P003244,2019-11-10,112.94,112.94,Paid,Monthly
P003244,2019-12-10,112.94,118.59,Late,Monthly
P003245,2021-03-21,132.4,132.4,Paid,Monthly
P003245,2021-04-20,132.4,132.4,Paid,Monthly
P003245,2021-05-20,132.4,132.4,Paid,Monthly
P003245,2021-06-19,132.4,132.4,Paid,Monthly
P003245,2021-07-19,132.4,132.4,Paid,Monthly
P003245,2021-08-18,132.4,132.4,Paid,Monthly
P003245,2021-09-17,132.4,132.4,Paid,Monthly
P003245,2021-10-17,132.4,132.4,Paid,Monthly
P003245,2021-11-16,132.4,132.4,Paid,Monthly
P003245,2021-12-16,132.4,132.4,Paid,Monthly
P003245,2022-01-15,132.4,132.4,Paid,Monthly
P003245,2022-02-14,132.4,132.4,Paid,Monthly
P003246,2020-11-11,113.87,113.87,Paid,Monthly
P003246,2020-12-11,113.87,113.87,Paid,Monthly
P003246,2021-01-10,113.87,113.87,Paid,Monthly
P003246,2021-02-09,113.87,113.87,Paid,Monthly
P003246,2021-03-11,113.87,113.87,Paid,Monthly
P003246,2021-04-10,113.87,113.87,Paid,Monthly
P003247,2022-06-24,49.32,49.32,Paid,Monthly
P003247,2022-07-24,49.32,49.32,Paid,Monthly
P003247,2022-08-23,49.32,49.32,Paid,Monthly
P003247,2022-09-22,49.32,51.78,Late,Monthly
P003247,2022-10-22,49.32,49.32,Paid,Monthly
P003247,2022-11-21,49.32,49.32,Paid,Monthly
P003247,2022-12-21,49.32,49.32,Paid,Monthly
P003247,2023-01-20,49.32,49.32,Paid,Monthly
P003247,2023-02-19,49.32,49.32,Paid,Monthly
P003247,2023-03-21,49.32,49.32,Paid,Monthly
P003247,2023-04-20,49.32,49.32,Paid,Monthly
P003247,2023-05-20,49.32,49.32,Paid,Monthly
P003248,2021-02-17,326.1,326.1,Paid,Quarterly
P003248,2021-05-18,326.1,326.1,Paid,Quarterly
P003248,2021-08-16,326.1,326.1,Paid,Quarterly
P003248,2021-11-14,326.1,326.1,Paid,Quarterly
P003249,2020-11-05,224.43,224.43,Paid,Monthly
P003249,2020-12-05,224.43,224.43,Paid,Monthly
P003249,2021-01-04,224.43,224.43,Paid,Monthly
P003249,2021-02-03,224.43,224.43,Paid,Monthly
P003249,2021-03-05,224.43,224.43,Paid,Monthly
P003249,2021-04-04,224.43,235.65,Late,Monthly
P003249,2021-05-04,224.43,224.43,Paid,Monthly
P003249,2021-06-03,224.43,224.43,Paid,Monthly
P003249,2021-07-03,224.43,224.43,Paid,Monthly
P003249,2021-08-02,224.43,224.43,Paid,Monthly
P003249,2021-09-01,224.43,224.43,Paid,Monthly
P003249,2021-10-01,224.43,224.43,Paid,Monthly
P003250,2021-06-20,25.78,25.78,Paid,Monthly
P003250,2021-07-20,25.78,25.78,Paid,Monthly
P003250,2021-08-19,25.78,25.78,Paid,Monthly
P003250,2021-09-18,25.78,25.78,Paid,Monthly
P003250,2021-10-18,25.78,25.78,Paid,Monthly
P003250,2021-11-17,25.78,25.78,Paid,Monthly
P003250,2021-12-17,25.78,25.78,Paid,Monthly
P003250,2022-01-16,25.78,25.78,Paid,Monthly
P003250,2022-02-15,25.78,25.78,Paid,Monthly
P003250,2022-03-17,25.78,27.06,Late,Monthly
P003250,2022-04-16,25.78,25.78,Paid,Monthly
