investment_id,fund_id,investor_class,investor_id,call_date,investment_amount
INV001784,FUND016,ClassA,CA_8033,2021-06-08,141931
INV001785,FUND016,ClassA,CA_9316,2021-03-16,477165
INV001786,FUND016,ClassA,CA_9316,2023-04-22,344888
INV001787,FUND016,ClassA,CA_8080,2024-06-22,308684
INV001788,FUND016,ClassA,CA_9316,2024-10-29,73333
INV001789,FUND016,ClassA,CA_9316,2023-05-06,494205
INV001790,FUND016,ClassA,CA_8033,2021-11-26,286328
INV001791,FUND016,ClassA,CA_8033,2021-01-23,488533
INV001792,FUND016,ClassA,CA_4386,2024-02-09,268612
INV001793,FUND016,ClassA,CA_4386,2022-10-14,146241
INV001794,FUND016,ClassA,CA_9316,2023-01-17,408581
INV001795,FUND016,ClassA,CA_8080,2020-12-11,323916
INV001796,FUND016,ClassA,CA_8080,2022-04-11,67877
INV001797,FUND016,ClassA,CA_4386,2023-11-06,444901
INV001798,FUND016,ClassA,CA_9316,2020-11-21,332238
INV001799,FUND016,ClassA,CA_4386,2023-09-22,350454
INV001800,FUND016,ClassA,CA_9316,2022-04-23,365235
INV001801,FUND016,ClassA,CA_4386,2024-09-25,483314
INV001802,FUND016,ClassA,CA_4386,2021-03-15,228165
INV001803,FUND016,ClassA,CA_8080,2021-11-20,220926
INV001804,FUND016,ClassA,CA_8033,2021-04-29,309603
INV001805,FUND016,ClassA,CA_9316,2020-04-06,130121
INV001806,FUND016,ClassB,CB_1008,2024-12-20,343647
INV001807,FUND016,ClassB,CB_1008,2024-10-17,312734
INV001808,FUND016,ClassB,CB_1218,2022-02-02,1511872
INV001809,FUND016,ClassB,CB_1287,2020-11-27,1455696
INV001810,FUND016,ClassB,CB_1008,2020-05-06,369494
INV001811,FUND016,ClassB,CB_2982,2021-08-12,1605164
INV001812,FUND016,ClassB,CB_1218,2021-04-24,1090669
INV001813,FUND016,ClassB,CB_1008,2024-09-19,253446
INV001814,FUND016,ClassB,CB_1287,2021-03-07,1558745
INV001815,FUND016,ClassB,CB_1008,2024-01-09,930844
INV001816,FUND016,ClassB,CB_1218,2022-07-08,386592
INV001817,FUND016,ClassB,CB_1008,2023-03-15,1280376
INV001818,FUND016,ClassB,CB_1287,2021-09-15,926318
INV001819,FUND016,ClassB,CB_1218,2022-02-21,1652658
INV001820,FUND016,ClassB,CB_1218,2020-08-28,1633138
INV001821,FUND016,ClassB,CB_1287,2020-05-23,368932
INV001822,FUND016,ClassB,CB_1008,2023-09-16,1732548
INV001823,FUND016,ClassB,CB_1218,2024-03-01,532274
INV001824,FUND016,ClassB,CB_1287,2022-10-15,1965652
INV001825,FUND016,ClassB,CB_1218,2021-11-12,1141350
INV001826,FUND016,ClassB,CB_1287,2021-05-07,729745
INV001827,FUND016,ClassB,CB_1287,2020-06-05,1532629
INV001828,FUND016,ClassB,CB_2982,2024-11-24,1544913
INV001829,FUND016,ClassB,CB_1287,2022-12-19,394076
INV001830,FUND016,ClassB,CB_2982,2024-03-27,786970
INV001831,FUND016,ClassB,CB_2982,2024-12-28,1434557
INV001832,FUND016,ClassB,CB_2982,2023-08-04,473966
INV001833,FUND016,ClassB,CB_2982,2022-07-06,214528
INV001834,FUND016,ClassB,CB_1008,2021-06-13,1458366
INV001835,FUND016,ClassB,CB_1218,2023-01-30,1185442
INV001836,FUND016,ClassB,CB_1218,2024-07-30,1362917
INV001837,FUND016,ClassB,CB_1218,2020-11-04,1505759
INV001838,FUND016,ClassB,CB_1008,2021-09-24,819290
INV001839,FUND016,ClassB,CB_1008,2023-05-26,272737
INV001840,FUND016,ClassB,CB_1287,2020-02-07,1335941
INV001841,FUND016,ClassB,CB_1287,2024-09-06,566153
INV001842,FUND016,Institutional,IN_7670,2022-05-08,6023577
INV001843,FUND016,Institutional,IN_4612,2020-09-18,9551943
INV001844,FUND016,Institutional,IN_7925,2024-02-24,6510750
INV001845,FUND016,Institutional,IN_7670,2023-10-19,2350564
INV001846,FUND016,Institutional,IN_8179,2024-06-05,8886846
INV001847,FUND016,Institutional,IN_8179,2023-03-01,7133677
INV001848,FUND016,Institutional,IN_7925,2020-05-27,7075737
INV001849,FUND016,Institutional,IN_7670,2024-12-16,3488983
INV001850,FUND016,Institutional,IN_8179,2022-04-18,9556994
INV001851,FUND016,Institutional,IN_6121,2023-03-31,7554273
INV001852,FUND016,Institutional,IN_7351,2022-08-04,4310326
INV001853,FUND016,Institutional,IN_7351,2023-12-08,5473276
INV001854,FUND016,Institutional,IN_6121,2022-08-31,8901241
INV001855,FUND016,Institutional,IN_7670,2020-01-10,1318060
INV001856,FUND016,Institutional,IN_8179,2024-08-02,6098613
INV001857,FUND016,Institutional,IN_7351,2021-11-29,3524582
INV001858,FUND016,Institutional,IN_4612,2020-06-27,5775968
INV001859,FUND016,Institutional,IN_7670,2022-03-07,3238554
INV001860,FUND016,Institutional,IN_8179,2022-03-18,4258671
INV001861,FUND016,Institutional,IN_4612,2024-04-27,3599569
INV001862,FUND016,Institutional,IN_7351,2024-10-04,4258302
INV001863,FUND016,Institutional,IN_8179,2021-02-17,1028910
INV001864,FUND016,Institutional,IN_7670,2020-11-28,6794577
INV001865,FUND016,Institutional,IN_7351,2023-08-31,2606198
INV001866,FUND016,Institutional,IN_7670,2021-07-29,9060397
INV001867,FUND016,Institutional,IN_4612,2024-04-03,2981702
INV001868,FUND016,Institutional,IN_7925,2021-06-15,9056931
INV001869,FUND016,Institutional,IN_8179,2022-07-02,3241236
INV001870,FUND016,Institutional,IN_7351,2021-02-27,8073722
INV001871,FUND016,Institutional,IN_7925,2022-04-24,7894443
INV001872,FUND016,Institutional,IN_4612,2021-07-28,7648791
INV001873,FUND016,Institutional,IN_6121,2023-02-08,4741799
INV001874,FUND016,Institutional,IN_7670,2022-12-29,6355596
INV001875,FUND016,Institutional,IN_6121,2022-08-18,3432667
INV001876,FUND016,Institutional,IN_6121,2021-10-12,7809881
INV001877,FUND016,Institutional,IN_6121,2024-10-04,5751293
INV001878,FUND016,Institutional,IN_8179,2020-05-31,2670197
INV001879,FUND016,Institutional,IN_4612,2022-12-30,6277558
INV001880,FUND016,Institutional,IN_6121,2024-04-03,2058426
INV001881,FUND016,Institutional,IN_6121,2023-09-13,5629728
INV001882,FUND016,Institutional,IN_6121,2024-07-05,9459098
INV001883,FUND016,Institutional,IN_7925,2023-09-18,4146761
INV001884,FUND016,Institutional,IN_7670,2023-06-26,4429635
INV001885,FUND017,ClassA,CA_9062,2020-09-05,348895
INV001886,FUND017,ClassA,CA_9062,2021-02-10,182591
INV001887,FUND017,ClassA,CA_2226,2021-08-27,413694
INV001888,FUND017,ClassA,CA_3391,2021-12-17,182725
INV001889,FUND017,ClassA,CA_3391,2021-09-26,476489
INV001890,FUND017,ClassA,CA_2226,2022-02-23,485292
INV001891,FUND017,ClassA,CA_3391,2024-10-23,144081
INV001892,FUND017,ClassA,CA_3391,2021-10-07,257990
INV001893,FUND017,ClassA,CA_3391,2023-02-01,396690
INV001894,FUND017,ClassA,CA_3391,2024-05-19,371821
INV001895,FUND017,ClassA,CA_2226,2024-11-22,496610
INV001896,FUND017,ClassA,CA_9062,2021-08-02,368573
INV001897,FUND017,ClassA,CA_9062,2020-04-26,413299
INV001898,FUND017,ClassA,CA_9062,2024-12-02,248729
INV001899,FUND017,ClassA,CA_3391,2023-12-13,92362
INV001900,FUND017,ClassA,CA_2226,2024-01-15,281077
INV001901,FUND017,ClassA,CA_2226,2022-12-19,162361
INV001902,FUND017,ClassA,CA_9062,2020-10-22,51004
INV001903,FUND017,ClassA,CA_9062,2023-07-26,133956
INV001904,FUND017,ClassA,CA_2226,2021-11-24,264290
INV001905,FUND017,ClassA,CA_3391,2021-06-16,265531
INV001906,FUND017,ClassA,CA_2226,2020-04-14,424053
INV001907,FUND017,ClassA,CA_9062,2022-03-23,445444
INV001908,FUND017,ClassA,CA_2226,2021-12-12,109967
INV001909,FUND017,ClassA,CA_9062,2023-07-02,448912
INV001910,FUND017,ClassA,CA_2226,2020-03-09,497122
INV001911,FUND017,ClassA,CA_9062,2022-10-26,271493
INV001912,FUND017,ClassA,CA_9062,2022-10-17,404295
INV001913,FUND017,ClassA,CA_9062,2020-11-02,167393
INV001914,FUND017,ClassA,CA_9062,2021-01-07,386498
INV001915,FUND017,ClassA,CA_3391,2024-12-09,375017
INV001916,FUND017,ClassA,CA_9062,2022-05-17,177179
INV001917,FUND017,ClassA,CA_3391,2023-09-28,391776
INV001918,FUND017,ClassA,CA_2226,2023-06-29,266194
INV001919,FUND017,ClassA,CA_3391,2020-10-20,384765
INV001920,FUND017,ClassA,CA_3391,2020-02-06,306007
INV001921,FUND017,ClassA,CA_2226,2022-09-13,225457
INV001922,FUND017,ClassA,CA_3391,2024-05-08,89242
INV001923,FUND017,ClassA,CA_3391,2020-11-11,315172
INV001924,FUND017,ClassB,CB_5921,2020-07-19,243244
INV001925,FUND017,ClassB,CB_8910,2022-04-02,768634
INV001926,FUND017,ClassB,CB_5921,2024-10-15,595931
INV001927,FUND017,ClassB,CB_8281,2023-12-18,875276
INV001928,FUND017,ClassB,CB_9009,2024-05-25,1526599
INV001929,FUND017,ClassB,CB_5921,2023-04-04,1858630
INV001930,FUND017,ClassB,CB_9009,2020-03-01,462926
INV001931,FUND017,ClassB,CB_9009,2023-10-24,1568825
INV001932,FUND017,ClassB,CB_9172,2022-03-26,1007342
INV001933,FUND017,ClassB,CB_9009,2024-10-15,1059292
INV001934,FUND017,ClassB,CB_9172,2020-12-20,612802
INV001935,FUND017,ClassB,CB_5921,2020-10-26,1781759
INV001936,FUND017,ClassB,CB_8910,2024-08-26,1139437
INV001937,FUND017,ClassB,CB_8281,2023-10-23,1390188
INV001938,FUND017,ClassB,CB_9009,2020-04-26,1762276
INV001939,FUND017,ClassB,CB_9009,2022-02-19,475095
INV001940,FUND017,ClassB,CB_9009,2020-07-05,1050622
INV001941,FUND017,ClassB,CB_7879,2022-07-31,1660014
INV001942,FUND017,ClassB,CB_8281,2024-09-17,818323
INV001943,FUND017,ClassB,CB_8281,2024-12-17,1709303
INV001944,FUND017,ClassB,CB_8910,2021-04-02,597828
INV001945,FUND017,ClassB,CB_7879,2021-07-27,1657132
INV001946,FUND017,ClassB,CB_8281,2023-01-01,1178675
INV001947,FUND017,ClassB,CB_9172,2020-10-17,434242
INV001948,FUND017,ClassB,CB_7879,2020-03-25,1396661
INV001949,FUND017,ClassB,CB_9172,2020-01-12,1289326
INV001950,FUND017,ClassB,CB_5921,2020-07-15,505320
INV001951,FUND017,ClassB,CB_8281,2021-11-04,302001
INV001952,FUND017,ClassB,CB_7879,2021-10-18,967713
INV001953,FUND017,ClassB,CB_9172,2020-03-21,272742
INV001954,FUND017,ClassB,CB_5921,2021-10-27,1917997
INV001955,FUND017,Institutional,IN_1268,2020-05-23,3064363
INV001956,FUND017,Institutional,IN_1045,2020-07-27,5185856
INV001957,FUND017,Institutional,IN_3580,2024-06-19,3601091
INV001958,FUND017,Institutional,IN_3580,2020-12-24,3054175
INV001959,FUND017,Institutional,IN_1261,2020-04-21,1183878
INV001960,FUND017,Institutional,IN_9915,2020-05-26,8224629
INV001961,FUND017,Institutional,IN_2257,2023-09-03,7790470
INV001962,FUND017,Institutional,IN_7976,2020-08-18,9946647
INV001963,FUND017,Institutional,IN_1261,2022-01-30,4213145
INV001964,FUND017,Institutional,IN_9915,2024-01-05,7567239
INV001965,FUND017,Institutional,IN_1045,2022-03-16,5445922
INV001966,FUND017,Institutional,IN_1261,2021-08-18,8719966
INV001967,FUND017,Institutional,IN_8212,2020-08-23,1842838
INV001968,FUND017,Institutional,IN_1045,2021-06-18,2052273
INV001969,FUND017,Institutional,IN_2257,2023-05-13,8423633
INV001970,FUND017,Institutional,IN_8212,2022-09-01,3531259
INV001971,FUND017,Institutional,IN_1268,2022-04-03,9117786
INV001972,FUND017,Institutional,IN_7976,2024-11-06,7695959
INV001973,FUND017,Institutional,IN_1261,2020-07-08,7461299
INV001974,FUND017,Institutional,IN_1261,2020-11-22,6018824
INV001975,FUND017,Institutional,IN_7976,2024-09-15,9067641
INV001976,FUND017,Institutional,IN_2257,2022-06-13,6930494
INV001977,FUND017,Institutional,IN_8212,2021-08-01,3990153
INV001978,FUND017,Institutional,IN_3580,2024-09-26,3265537
INV001979,FUND017,Institutional,IN_3580,2022-06-06,2992311
INV001980,FUND017,Institutional,IN_7976,2020-09-20,6322306
INV001981,FUND017,Institutional,IN_8212,2022-08-06,6931896
INV001982,FUND017,Institutional,IN_9915,2023-12-22,9122064
INV001983,FUND017,Institutional,IN_7976,2020-01-25,3626841
INV001984,FUND017,Institutional,IN_1268,2022-12-11,6873649
INV001985,FUND017,Institutional,IN_3580,2020-01-15,1506136
INV001986,FUND017,Institutional,IN_9915,2023-05-25,3938903
INV001987,FUND017,Institutional,IN_2257,2021-09-09,2969375
INV001988,FUND017,Institutional,IN_1268,2021-01-31,2395657
INV001989,FUND017,Institutional,IN_7976,2020-08-19,6944054
INV001990,FUND017,Institutional,IN_7976,2022-09-25,2339906
INV001991,FUND017,Institutional,IN_1261,2022-04-07,2146532
INV001992,FUND017,Institutional,IN_1268,2021-05-12,4540388
INV001993,FUND017,Institutional,IN_7976,2023-12-17,8983032
INV001994,FUND017,Institutional,IN_1045,2022-10-19,7960319
INV001995,FUND017,Institutional,IN_9915,2024-11-26,6993321
INV001996,FUND017,Institutional,IN_8212,2024-04-22,8430131
INV001997,FUND017,Institutional,IN_2257,2023-07-24,1363599
INV001998,FUND017,Institutional,IN_9915,2020-03-26,2192957
INV001999,FUND017,Institutional,IN_1261,2020-06-02,4393618
INV002000,FUND017,Institutional,IN_7976,2020-10-10,2951682
INV002001,FUND017,Institutional,IN_7976,2024-11-26,2206137
INV002002,FUND017,Institutional,IN_9915,2020-09-20,4971382
INV002003,FUND017,Institutional,IN_2257,2022-12-31,4643846
INV002004,FUND018,ClassA,CA_3168,2021-04-01,294143
INV002005,FUND018,ClassA,CA_3168,2020-12-27,495570
INV002006,FUND018,ClassA,CA_1172,2020-06-29,422545
INV002007,FUND018,ClassA,CA_3168,2021-08-01,335737
INV002008,FUND018,ClassA,CA_3168,2023-05-01,139014
INV002009,FUND018,ClassA,CA_3168,2021-11-06,123131
INV002010,FUND018,ClassA,CA_1850,2020-10-10,82401
INV002011,FUND018,ClassA,CA_1850,2023-12-17,379019
INV002012,FUND018,ClassA,CA_1172,2024-10-11,466083
INV002013,FUND018,ClassA,CA_1850,2022-09-14,126115
INV002014,FUND018,ClassA,CA_1850,2023-04-28,492397
INV002015,FUND018,ClassA,CA_3168,2023-07-28,464202
INV002016,FUND018,ClassA,CA_1850,2020-01-09,408835
INV002017,FUND018,ClassA,CA_1850,2021-01-09,209015
INV002018,FUND018,ClassA,CA_1172,2021-02-22,248621
INV002019,FUND018,ClassA,CA_1172,2024-10-23,355938
INV002020,FUND018,ClassA,CA_1850,2020-02-13,306938
INV002021,FUND018,ClassA,CA_3168,2024-04-10,469371
INV002022,FUND018,ClassA,CA_1850,2021-11-29,303364
INV002023,FUND018,ClassA,CA_1850,2021-10-13,390438
INV002024,FUND018,ClassA,CA_3168,2020-07-30,239686
INV002025,FUND018,ClassA,CA_1172,2020-09-14,425237
INV002026,FUND018,ClassA,CA_3168,2021-02-02,113628
INV002027,FUND018,ClassA,CA_1850,2021-07-03,341948
INV002028,FUND018,ClassA,CA_3168,2021-05-01,96590
INV002029,FUND018,ClassA,CA_1172,2022-12-15,269122
INV002030,FUND018,ClassA,CA_3168,2023-04-05,386096
INV002031,FUND018,ClassA,CA_3168,2020-03-14,358191
INV002032,FUND018,ClassA,CA_3168,2022-11-29,249855
INV002033,FUND018,ClassA,CA_1850,2022-04-02,163408
INV002034,FUND018,ClassA,CA_3168,2022-05-12,460257
INV002035,FUND018,ClassA,CA_3168,2021-09-24,338478
INV002036,FUND018,ClassA,CA_1172,2020-08-03,302929
INV002037,FUND018,ClassA,CA_3168,2021-01-07,471139
INV002038,FUND018,ClassA,CA_1172,2024-08-21,223048
INV002039,FUND018,ClassA,CA_3168,2022-10-26,217375
INV002040,FUND018,ClassA,CA_3168,2024-03-20,144932
INV002041,FUND018,ClassA,CA_1172,2023-11-02,384167
INV002042,FUND018,ClassA,CA_1850,2024-03-03,236621
INV002043,FUND018,ClassA,CA_3168,2020-02-04,467049
INV002044,FUND018,ClassA,CA_3168,2023-04-12,180748
INV002045,FUND018,ClassA,CA_1172,2020-10-15,298221
INV002046,FUND018,ClassA,CA_3168,2020-01-28,455865
INV002047,FUND018,ClassA,CA_1172,2024-03-26,322217
INV002048,FUND018,ClassA,CA_3168,2023-05-07,423113
INV002049,FUND018,ClassA,CA_1172,2022-01-13,128389
INV002050,FUND018,ClassB,CB_5906,2020-10-16,274277
INV002051,FUND018,ClassB,CB_5264,2024-05-03,738621
INV002052,FUND018,ClassB,CB_6331,2024-03-19,1153472
INV002053,FUND018,ClassB,CB_5906,2023-08-11,1260799
INV002054,FUND018,ClassB,CB_8653,2023-05-21,1987088
INV002055,FUND018,ClassB,CB_5906,2021-01-21,1468718
INV002056,FUND018,ClassB,CB_4672,2020-02-08,1910101
INV002057,FUND018,ClassB,CB_5858,2021-01-06,1972833
INV002058,FUND018,ClassB,CB_5264,2021-04-07,1454210
INV002059,FUND018,ClassB,CB_5906,2024-02-28,1829337
INV002060,FUND018,ClassB,CB_4234,2021-11-12,1060423
INV002061,FUND018,ClassB,CB_5264,2020-04-14,1903232
INV002062,FUND018,ClassB,CB_4672,2022-07-17,1719713
INV002063,FUND018,ClassB,CB_1930,2023-10-14,422852
INV002064,FUND018,ClassB,CB_6331,2023-12-09,280751
INV002065,FUND018,ClassB,CB_5906,2024-07-13,276192
INV002066,FUND018,ClassB,CB_5858,2023-04-19,1666475
INV002067,FUND018,ClassB,CB_8653,2024-06-16,381407
INV002068,FUND018,ClassB,CB_4672,2022-04-03,543869
INV002069,FUND018,ClassB,CB_1930,2023-05-15,1057796
INV002070,FUND018,ClassB,CB_4672,2020-08-16,991997
INV002071,FUND018,ClassB,CB_5858,2023-08-12,1166565
INV002072,FUND018,ClassB,CB_8653,2021-07-08,1350370
INV002073,FUND018,ClassB,CB_6331,2020-04-22,1605501
INV002074,FUND018,ClassB,CB_1930,2021-06-28,1338158
INV002075,FUND018,ClassB,CB_8653,2024-08-01,1034704
INV002076,FUND018,ClassB,CB_1930,2020-04-09,1848148
INV002077,FUND018,ClassB,CB_1930,2021-05-21,948259
INV002078,FUND018,ClassB,CB_8653,2023-08-01,681569
INV002079,FUND018,ClassB,CB_8653,2024-03-02,417036
INV002080,FUND018,ClassB,CB_4234,2021-09-05,550144
INV002081,FUND018,ClassB,CB_8653,2024-08-14,1765139
INV002082,FUND018,ClassB,CB_4234,2020-02-28,1330111
INV002083,FUND018,ClassB,CB_8653,2021-11-13,564939
INV002084,FUND018,ClassB,CB_5264,2023-06-29,1405361
INV002085,FUND018,ClassB,CB_4234,2021-02-07,760264
INV002086,FUND018,ClassB,CB_5858,2023-10-17,716184
INV002087,FUND018,ClassB,CB_5858,2023-05-14,1341476
INV002088,FUND018,ClassB,CB_1930,2020-01-28,937843
INV002089,FUND018,ClassB,CB_8653,2021-01-11,852155
INV002090,FUND018,ClassB,CB_5264,2022-02-19,1707808
INV002091,FUND018,ClassB,CB_4672,2021-08-18,760049
INV002092,FUND018,ClassB,CB_5264,2021-05-25,1124991
INV002093,FUND018,ClassB,CB_8653,2022-05-10,908575
INV002094,FUND018,ClassB,CB_4672,2023-01-12,218870
INV002095,FUND018,ClassB,CB_5264,2022-12-21,312413
INV002096,FUND018,Institutional,IN_5020,2024-03-27,2770710
INV002097,FUND018,Institutional,IN_7008,2024-11-23,7829107
INV002098,FUND018,Institutional,IN_7008,2023-02-26,2484508
INV002099,FUND018,Institutional,IN_7008,2023-04-04,5407145
INV002100,FUND018,Institutional,IN_7038,2020-01-19,4763588
INV002101,FUND018,Institutional,IN_7008,2021-07-05,7211975
INV002102,FUND018,Institutional,IN_4076,2020-05-18,8681662
INV002103,FUND018,Institutional,IN_6839,2023-09-17,1106280
INV002104,FUND018,Institutional,IN_6839,2023-06-26,9851649
INV002105,FUND018,Institutional,IN_4076,2022-10-15,2226979
INV002106,FUND018,Institutional,IN_4018,2020-05-02,8685608
INV002107,FUND018,Institutional,IN_3709,2021-12-27,6126712
INV002108,FUND018,Institutional,IN_5020,2020-08-01,6378604
INV002109,FUND018,Institutional,IN_7008,2021-06-21,2730991
INV002110,FUND018,Institutional,IN_3709,2023-03-11,6527155
INV002111,FUND018,Institutional,IN_5020,2022-04-08,8911105
INV002112,FUND018,Institutional,IN_7038,2021-02-09,7949662
INV002113,FUND018,Institutional,IN_3709,2023-01-27,9443161
INV002114,FUND018,Institutional,IN_6839,2024-08-13,2885233
INV002115,FUND018,Institutional,IN_3709,2022-12-23,1862515
INV002116,FUND018,Institutional,IN_6839,2022-01-09,6092032
INV002117,FUND018,Institutional,IN_7038,2023-11-30,2708004
INV002118,FUND018,Institutional,IN_7038,2021-09-28,2687219
INV002119,FUND018,Institutional,IN_4018,2024-06-13,8097932
INV002120,FUND018,Institutional,IN_6839,2024-02-27,8327991
INV002121,FUND018,Institutional,IN_4076,2020-12-02,2604037
INV002122,FUND018,Institutional,IN_7008,2024-12-18,7467392
INV002123,FUND018,Institutional,IN_4076,2023-05-27,3665137
INV002124,FUND018,Institutional,IN_7038,2024-06-17,4667415
INV002125,FUND018,Institutional,IN_6839,2020-07-07,1127709
INV002126,FUND018,Institutional,IN_7038,2022-05-13,8571473
INV002127,FUND018,Institutional,IN_4018,2022-11-10,1403838
INV002128,FUND018,Institutional,IN_5020,2021-01-02,7058380
INV002129,FUND018,Institutional,IN_7038,2024-01-12,6232773
INV002130,FUND018,Institutional,IN_5020,2020-01-11,5846482
INV002131,FUND018,Institutional,IN_7038,2024-05-16,5420538
INV002132,FUND018,Institutional,IN_7008,2023-05-06,3825307
INV002133,FUND018,Institutional,IN_7008,2024-11-04,6932934
INV002134,FUND018,Institutional,IN_4076,2021-05-13,8694387
INV002135,FUND018,Institutional,IN_7038,2020-02-21,8101619
INV002136,FUND018,Institutional,IN_4018,2024-11-18,8194132
INV002137,FUND018,Institutional,IN_3709,2021-07-14,7105494
INV002138,FUND018,Institutional,IN_5020,2022-10-14,7133752
INV002139,FUND018,Institutional,IN_6839,2024-05-25,1928915
INV002140,FUND018,Institutional,IN_7038,2022-09-05,4250987
INV002141,FUND018,Institutional,IN_3709,2022-10-01,3558423
INV002142,FUND019,ClassA,CA_2425,2024-12-27,232885
INV002143,FUND019,ClassA,CA_9778,2024-10-13,188390
INV002144,FUND019,ClassA,CA_1659,2022-12-16,486253
INV002145,FUND019,ClassA,CA_8842,2022-03-08,443953
INV002146,FUND019,ClassA,CA_1659,2022-01-01,377019
INV002147,FUND019,ClassA,CA_1659,2020-10-14,196156
INV002148,FUND019,ClassA,CA_1659,2024-10-06,292392
INV002149,FUND019,ClassA,CA_8842,2021-09-10,356026
INV002150,FUND019,ClassA,CA_9778,2023-07-03,314464
INV002151,FUND019,ClassA,CA_2425,2024-04-26,370093
INV002152,FUND019,ClassA,CA_1659,2020-07-10,366865
INV002153,FUND019,ClassA,CA_8842,2024-01-12,486287
INV002154,FUND019,ClassA,CA_2425,2022-09-29,440107
INV002155,FUND019,ClassA,CA_2425,2024-08-16,201939
INV002156,FUND019,ClassA,CA_3597,2022-02-08,284514
INV002157,FUND019,ClassA,CA_2425,2023-11-14,490539
INV002158,FUND019,ClassA,CA_9778,2024-04-02,307454
INV002159,FUND019,ClassA,CA_2425,2022-07-03,327641
INV002160,FUND019,ClassA,CA_1659,2022-08-17,65550
INV002161,FUND019,ClassA,CA_2425,2024-10-23,199040
INV002162,FUND019,ClassA,CA_3597,2024-09-25,79437
INV002163,FUND019,ClassA,CA_8842,2020-05-03,252031
INV002164,FUND019,ClassA,CA_1659,2022-08-24,333049
INV002165,FUND019,ClassA,CA_8842,2021-08-29,353811
INV002166,FUND019,ClassA,CA_9778,2021-08-08,329819
INV002167,FUND019,ClassA,CA_1659,2024-05-30,72903
INV002168,FUND019,ClassA,CA_9778,2021-06-10,194423
INV002169,FUND019,ClassA,CA_9778,2023-10-02,396894
INV002170,FUND019,ClassA,CA_1659,2021-09-06,177817
INV002171,FUND019,ClassA,CA_3597,2024-07-14,193439
INV002172,FUND019,ClassB,CB_7664,2020-02-03,1560428
INV002173,FUND019,ClassB,CB_8443,2020-09-06,351864
INV002174,FUND019,ClassB,CB_7551,2021-01-18,768122
INV002175,FUND019,ClassB,CB_7551,2021-08-14,1554148
INV002176,FUND019,ClassB,CB_6613,2020-03-05,1297997
INV002177,FUND019,ClassB,CB_6613,2022-05-27,477137
INV002178,FUND019,ClassB,CB_7664,2024-07-28,1702126
INV002179,FUND019,ClassB,CB_3838,2021-11-16,705124
INV002180,FUND019,ClassB,CB_3838,2021-12-31,1883000
INV002181,FUND019,ClassB,CB_1194,2022-01-08,351097
INV002182,FUND019,ClassB,CB_3838,2020-04-28,1153333
INV002183,FUND019,ClassB,CB_8149,2022-06-12,1652706
INV002184,FUND019,ClassB,CB_7551,2021-03-01,999819
INV002185,FUND019,ClassB,CB_7664,2024-11-23,1265517
INV002186,FUND019,ClassB,CB_8443,2021-10-04,345283
INV002187,FUND019,ClassB,CB_2009,2023-10-15,1499675
INV002188,FUND019,ClassB,CB_8443,2024-08-20,333940
INV002189,FUND019,ClassB,CB_2009,2023-07-21,227649
INV002190,FUND019,ClassB,CB_1194,2021-10-30,1004316
INV002191,FUND019,ClassB,CB_1194,2023-07-05,1120815
INV002192,FUND019,ClassB,CB_8443,2023-03-13,1424007
INV002193,FUND019,ClassB,CB_3838,2024-02-27,1730659
INV002194,FUND019,ClassB,CB_8149,2023-02-15,1730179
INV002195,FUND019,ClassB,CB_6613,2023-01-08,1971588
INV002196,FUND019,ClassB,CB_8443,2021-04-15,1340246
INV002197,FUND019,ClassB,CB_2009,2022-04-30,1535814
INV002198,FUND019,ClassB,CB_7664,2022-11-13,439578
INV002199,FUND019,ClassB,CB_8443,2022-06-09,341540
INV002200,FUND019,ClassB,CB_6613,2023-10-10,1551106
INV002201,FUND019,ClassB,CB_3838,2022-09-25,1118092
INV002202,FUND019,ClassB,CB_7664,2021-05-16,285948
INV002203,FUND019,Institutional,IN_6484,2024-10-24,8469877
INV002204,FUND019,Institutional,IN_5569,2021-09-28,2416798
INV002205,FUND019,Institutional,IN_5201,2024-03-12,2978548
INV002206,FUND019,Institutional,IN_5569,2021-03-20,6058820
INV002207,FUND019,Institutional,IN_6484,2024-01-10,2744709
INV002208,FUND019,Institutional,IN_5569,2022-04-04,6759805
INV002209,FUND019,Institutional,IN_6484,2020-07-20,5021089
INV002210,FUND019,Institutional,IN_6484,2021-06-28,6235704
INV002211,FUND019,Institutional,IN_5569,2023-04-12,5838808
INV002212,FUND019,Institutional,IN_5569,2023-06-02,8272953
INV002213,FUND019,Institutional,IN_5201,2021-08-14,6054095
INV002214,FUND019,Institutional,IN_5201,2021-03-03,5539018
INV002215,FUND019,Institutional,IN_5569,2020-03-20,5734435
INV002216,FUND019,Institutional,IN_6484,2023-05-28,6861355
INV002217,FUND019,Institutional,IN_5569,2024-02-21,9052090
INV002218,FUND019,Institutional,IN_6484,2022-05-29,3433051
INV002219,FUND019,Institutional,IN_6484,2023-04-02,6815946
INV002220,FUND019,Institutional,IN_5201,2023-08-05,1664421
INV002221,FUND019,Institutional,IN_5569,2021-04-02,9073680
INV002222,FUND019,Institutional,IN_5569,2023-06-27,3632347
INV002223,FUND019,Institutional,IN_6484,2021-02-05,8126200
INV002224,FUND019,Institutional,IN_6484,2020-11-08,1381908
INV002225,FUND019,Institutional,IN_5569,2023-04-11,8877765
